case_id,age_group,scam_type,contact_method,source_platform,requires_user_action,payment_method,urgency_level,loss_bucket,transaction_amount,is_scam
8939,30-49,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,163.58,1
8940,20-29,Phishing,Social Media,TikTok,1,E-wallet,Medium,<2k,494.14,1
8941,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,<2k,896.29,1
8942,30-49,Job,Other Website,Website,0,Crypto,High,100k+,134701.89,1
8943,20-29,Phishing,Messaging,Telegram,0,Bank Transfer,High,5k-10k,5014.52,1
8944,50-64,Job,Online Shopping Platform,Facebook Marketplace,1,Bank Transfer,High,<2k,423.41,1
8945,30-49,Phishing,Other Website,Website,0,Card,Low,100k+,115232.49,1
8946,65+,Government Impersonation,SMS,SMS,1,Bank Transfer,High,10k-50k,10955.96,1
8947,30-49,Phishing,Messaging,Telegram,1,Card,High,<2k,1897.77,1
8948,65+,Investment,Phone Call,Phone,1,Crypto,High,<2k,66.97,1
8949,20-29,E-commerce,Messaging,Telegram,0,Bank Transfer,Medium,<2k,604.44,1
8950,50-64,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Low,<2k,101.68,1
8951,50-64,Job,Messaging,Other Messaging,1,E-wallet,Medium,<2k,121.25,1
8952,30-49,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,Medium,5k-10k,5983.57,1
8953,65+,Phishing,Other Website,Website,0,Card,Medium,5k-10k,5831.61,1
8954,50-64,Phishing,Phone Call,Phone,0,Card,High,<2k,697.66,1
8955,<20,Phishing,Phone Call,Phone,0,Card,Medium,<2k,83.81,1
8956,20-29,Investment,Messaging,Telegram,1,Bank Transfer,Medium,2k-5k,3046.93,1
8957,50-64,Phishing,Messaging,WhatsApp,0,Card,Low,10k-50k,10779.32,1
8958,30-49,Others,Social Media,Instagram,1,Bank Transfer,Low,<2k,1210.31,1
8959,30-49,E-commerce,Social Media,Facebook,1,Bank Transfer,Medium,<2k,374.03,1
8960,65+,Investment,Messaging,Other Messaging,1,Crypto,Medium,100k+,112546.7,1
8961,50-64,Phishing,Streaming Service,Streaming Platform,1,E-wallet,Medium,<2k,631.59,1
8962,30-49,Phishing,Social Media,Facebook,1,Card,High,<2k,567.32,1
8963,30-49,Investment,Social Media,Facebook,1,Card,High,2k-5k,4238.54,1
8964,30-49,Phishing,Social Media,TikTok,0,Card,Medium,2k-5k,2179.57,1
8965,50-64,Job,Social Media,Facebook,1,Card,High,5k-10k,6536.35,1
8966,50-64,Job,Messaging,Telegram,1,Bank Transfer,High,<2k,477.79,1
8967,50-64,Investment,Messaging,Telegram,1,Bank Transfer,High,<2k,628.73,1
8968,50-64,Job,Social Media,Facebook,1,Crypto,Medium,10k-50k,21096.43,1
8969,65+,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Medium,<2k,1196.67,1
8970,30-49,Phishing,Messaging,WhatsApp,0,Bank Transfer,Medium,<2k,163.39,1
8971,30-49,Job,Social Media,Facebook,0,Bank Transfer,High,<2k,881.78,1
8972,65+,Others,Messaging,Facebook Messenger,1,Bank Transfer,Medium,10k-50k,10568.01,1
8973,50-64,Job,Social Media,Instagram,1,Crypto,Medium,100k+,234918.97,1
8974,30-49,E-commerce,Social Media,TikTok,1,Bank Transfer,Low,<2k,139.76,1
8975,65+,Loan,Messaging,Telegram,0,Bank Transfer,High,100k+,101081.32,1
8976,20-29,Job,Messaging,WhatsApp,1,Bank Transfer,Low,10k-50k,11295.1,1
8977,20-29,E-commerce,Online Shopping Platform,Facebook Marketplace,1,Card,Low,<2k,68.88,1
8978,65+,Phishing,Social Media,Facebook,0,Card,Medium,<2k,1212.62,1
8979,30-49,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,438.75,1
8980,50-64,Job,Social Media,Facebook,1,Bank Transfer,Medium,<2k,641.79,1
8981,65+,Phishing,Messaging,Telegram,1,Card,Medium,<2k,179.27,1
8982,20-29,E-commerce,Social Media,TikTok,1,Card,Medium,<2k,426.35,1
8983,50-64,Others,Online Shopping Platform,Carousell,1,Card,Low,<2k,659.3,1
8984,65+,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,2k-5k,3565.69,1
8985,65+,E-commerce,Messaging,WhatsApp,0,Bank Transfer,Low,10k-50k,25521.87,1
8986,20-29,E-commerce,Social Media,Facebook,0,Card,Low,2k-5k,4102.6,1
8987,65+,Phishing,Social Media,TikTok,0,Card,High,10k-50k,19132.6,1
8988,30-49,Fake Friend Call,Messaging,Telegram,1,Bank Transfer,High,<2k,767.41,1
8989,30-49,Investment,Social Media,Facebook,1,Bank Transfer,Medium,50k-100k,75145.15,1
8990,50-64,Phishing,Social Media,Facebook,1,Bank Transfer,High,<2k,218.46,1
8991,30-49,Job,Social Media,Facebook,1,Bank Transfer,Low,<2k,505.72,1
8992,65+,Phishing,Social Media,Facebook,0,Card,Low,<2k,1796.83,1
8993,50-64,Investment,Phone Call,Phone,1,Bank Transfer,Medium,10k-50k,26383.49,1
8994,20-29,Others,Messaging,WhatsApp,1,Card,Medium,<2k,113.45,1
8995,30-49,Loan,Phone Call,Phone,1,Bank Transfer,Low,10k-50k,20741.34,1
8996,30-49,Investment,Phone Call,Phone,1,Bank Transfer,High,50k-100k,80410.21,1
8997,30-49,Job,Messaging,WhatsApp,1,Card,High,2k-5k,3996.74,1
8998,65+,Phishing,Other Website,Website,0,Card,Low,5k-10k,5470.21,1
8999,20-29,E-commerce,Social Media,TikTok,1,Bank Transfer,Low,<2k,490.79,1
9000,20-29,E-commerce,Social Media,Other Social,0,Card,Medium,<2k,540.63,1
9001,20-29,E-commerce,Email,Email,1,Card,Low,<2k,1470.45,1
9002,30-49,Investment,Phone Call,Phone,1,Bank Transfer,High,5k-10k,8652.03,1
9003,65+,Investment,Social Media,Instagram,1,Card,Medium,5k-10k,7813.06,1
9004,50-64,Others,Other Website,Website,1,E-wallet,Medium,<2k,513.04,1
9005,20-29,Others,Social Media,TikTok,1,Bank Transfer,Medium,5k-10k,5169.68,1
9006,20-29,Job,Messaging,Telegram,1,E-wallet,Medium,2k-5k,2182.4,1
9007,65+,Loan,Social Media,Other Social,0,Bank Transfer,Medium,10k-50k,21552.12,1
9008,30-49,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,High,2k-5k,2257.14,1
9009,30-49,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,<2k,407.96,1
9010,65+,Government Impersonation,Social Media,Facebook,0,Bank Transfer,High,<2k,1264.17,1
9011,20-29,E-commerce,Phone Call,Phone,1,Bank Transfer,Medium,10k-50k,14397.69,1
9012,30-49,E-commerce,Social Media,Facebook,1,Card,Medium,<2k,765.01,1
9013,30-49,Others,Phone Call,Phone,1,Bank Transfer,Low,10k-50k,30335.12,1
9014,50-64,Investment,Social Media,Facebook,1,Bank Transfer,Medium,50k-100k,79307.71,1
9015,65+,E-commerce,Social Media,Instagram,1,Card,Low,2k-5k,4898.27,1
9016,30-49,Job,Messaging,Other Messaging,1,E-wallet,Medium,<2k,242.91,1
9017,30-49,E-commerce,Social Media,Instagram,0,Card,Low,<2k,142.48,1
9018,50-64,Fake Friend Call,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,2199.1,1
9019,30-49,Others,Phone Call,Phone,1,Bank Transfer,Medium,2k-5k,2993.43,1
9020,20-29,Phishing,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,3977.24,1
9021,50-64,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Medium,<2k,262.4,1
9022,<20,Job,Dating App/Website,Dating Platform,1,Bank Transfer,High,<2k,1570.76,1
9023,20-29,Fake Friend Call,Phone Call,Phone,0,PayNow/Transfer,High,<2k,77.32,1
9024,30-49,Internet Love,Social Media,TikTok,1,Cash/Valuables,Low,10k-50k,26347.59,1
9025,20-29,Job,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,49485.8,1
9026,20-29,Job,Messaging,WhatsApp,0,Crypto,High,5k-10k,7221.69,1
9027,50-64,Others,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,926.41,1
9028,65+,Investment,Phone Call,Phone,1,Crypto,Medium,50k-100k,88871.08,1
9029,30-49,Loan,Social Media,Facebook,1,Bank Transfer,Medium,<2k,280.9,1
9030,30-49,Fake Friend Call,Messaging,Facebook Messenger,1,Bank Transfer,Medium,<2k,406.23,1
9031,30-49,E-commerce,Online Shopping Platform,Carousell,1,E-wallet,Low,10k-50k,13507.51,1
9032,65+,Government Impersonation,Social Media,TikTok,1,Bank Transfer,High,10k-50k,26548.42,1
9033,30-49,Internet Love,Online Shopping Platform,Carousell,1,Cash/Valuables,Low,10k-50k,17001.23,1
9034,30-49,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,<2k,455.56,1
9035,30-49,Phishing,Social Media,Facebook,1,Card,Low,5k-10k,5353.26,1
9036,65+,Job,Social Media,TikTok,1,Bank Transfer,Low,<2k,614.5,1
9037,65+,Phishing,Social Media,Facebook,0,Card,Medium,10k-50k,21332.61,1
9038,30-49,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,Medium,50k-100k,50047.2,1
9039,20-29,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,High,2k-5k,2432.54,1
9040,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,2k-5k,3212.07,1
9041,50-64,Job,Social Media,TikTok,1,Card,High,10k-50k,27348.69,1
9042,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,506.23,1
9043,30-49,Government Impersonation,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,25329.66,1
9044,30-49,E-commerce,Online Shopping Platform,Carousell,0,Card,Low,<2k,607.8,1
9045,65+,Loan,SMS,SMS,1,Bank Transfer,High,50k-100k,83658.99,1
9046,30-49,Phishing,Social Media,Facebook,0,Card,Medium,<2k,739.31,1
9047,30-49,Phishing,Social Media,TikTok,0,Card,High,<2k,1220.28,1
9048,65+,Phishing,Social Media,TikTok,0,Card,Medium,<2k,1001.6,1
9049,30-49,E-commerce,Streaming Service,Streaming Platform,1,Bank Transfer,Medium,<2k,1222.28,1
9050,65+,Government Impersonation,Social Media,TikTok,1,Bank Transfer,High,100k+,147634.91,1
9051,30-49,Investment,Messaging,Telegram,1,Bank Transfer,High,2k-5k,2031.8,1
9052,20-29,E-commerce,Dating App/Website,Dating Platform,1,Card,Low,<2k,315.0,1
9053,50-64,Investment,Messaging,Telegram,1,Crypto,High,100k+,262438.23,1
9054,50-64,Investment,Phone Call,Phone,1,Crypto,High,<2k,1332.98,1
9055,50-64,Job,Messaging,Telegram,1,Bank Transfer,Low,10k-50k,11832.69,1
9056,50-64,Phishing,Social Media,Facebook,1,Card,Low,2k-5k,4232.75,1
9057,30-49,Government Impersonation,Social Media,Facebook,1,Bank Transfer,High,10k-50k,39883.73,1
9058,50-64,Phishing,Online Shopping Platform,Carousell,0,Bank Transfer,High,<2k,236.2,1
9059,50-64,Job,Messaging,WhatsApp,1,Bank Transfer,High,<2k,1640.38,1
9060,20-29,E-commerce,Social Media,Facebook,0,Card,High,<2k,132.95,1
9061,30-49,Government Impersonation,Streaming Service,Streaming Platform,1,Bank Transfer,High,5k-10k,5464.87,1
9062,50-64,Government Impersonation,Messaging,WhatsApp,0,Card,High,100k+,312032.89,1
9063,65+,Government Impersonation,Messaging,Telegram,1,Bank Transfer,Medium,<2k,1008.23,1
9064,30-49,Others,Social Media,Other Social,1,Card,Low,<2k,666.02,1
9065,30-49,Phishing,Phone Call,Phone,0,Bank Transfer,Medium,<2k,87.09,1
9066,30-49,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,<2k,283.19,1
9067,20-29,Phishing,Social Media,Facebook,0,Card,Medium,10k-50k,15393.43,1
9068,65+,Phishing,Phone Call,Phone,0,Bank Transfer,Low,5k-10k,6481.72,1
9069,50-64,E-commerce,Social Media,TikTok,1,E-wallet,Low,2k-5k,4108.24,1
9070,50-64,Phishing,Phone Call,Phone,0,E-wallet,Medium,<2k,444.85,1
9071,50-64,Others,Dating App/Website,Dating Platform,1,Bank Transfer,Low,100k+,191553.64,1
9072,50-64,Others,Phone Call,Phone,1,Card,Medium,<2k,788.85,1
9073,65+,Fake Friend Call,Email,Email,1,Bank Transfer,Medium,<2k,342.92,1
9074,30-49,E-commerce,Messaging,Facebook Messenger,1,E-wallet,Low,2k-5k,4652.76,1
9075,65+,Job,Email,Email,1,Bank Transfer,Medium,10k-50k,30332.05,1
9076,65+,Sexual Services,Messaging,Telegram,0,E-wallet,Medium,5k-10k,5026.54,1
9077,20-29,Phishing,Social Media,Facebook,1,Bank Transfer,Medium,<2k,427.68,1
9078,50-64,Phishing,Social Media,Facebook,0,Bank Transfer,High,5k-10k,5156.96,1
9079,20-29,Investment,Messaging,Telegram,1,Card,Medium,10k-50k,44124.96,1
9080,20-29,E-commerce,Messaging,WhatsApp,0,Card,High,5k-10k,8172.58,1
9081,20-29,Investment,Social Media,Facebook,1,Crypto,High,<2k,511.73,1
9082,50-64,Investment,Messaging,WhatsApp,1,Crypto,Low,50k-100k,85344.5,1
9083,50-64,Investment,Dating App/Website,Dating Platform,1,Crypto,Low,2k-5k,2994.11,1
9084,20-29,Government Impersonation,Phone Call,Phone,1,Bank Transfer,Medium,<2k,131.4,1
9085,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,10523.03,1
9086,20-29,Phishing,Social Media,Facebook,0,Card,Low,10k-50k,22842.15,1
9087,20-29,E-commerce,Social Media,Other Social,1,Card,Medium,<2k,155.42,1
9088,50-64,Phishing,Social Media,Facebook,0,Card,Medium,<2k,1752.91,1
9089,65+,Investment,Messaging,WhatsApp,1,Crypto,Medium,10k-50k,49888.77,1
9090,30-49,Others,Online Shopping Platform,Carousell,1,Card,Medium,<2k,75.55,1
9091,50-64,E-commerce,Messaging,Facebook Messenger,1,Card,High,2k-5k,4176.59,1
9092,30-49,Investment,Messaging,Telegram,1,Bank Transfer,High,100k+,129901.91,1
9093,30-49,E-commerce,Email,Email,0,Card,Medium,<2k,407.96,1
9094,65+,Others,Social Media,Facebook,1,Card,Low,<2k,534.61,1
9095,<20,Phishing,Other Website,Website,1,Card,Medium,<2k,488.7,1
9096,65+,Phishing,Social Media,Facebook,0,Bank Transfer,High,5k-10k,7803.3,1
9097,50-64,Phishing,Messaging,Telegram,0,Card,Low,<2k,1238.4,1
9098,50-64,Phishing,Phone Call,Phone,0,Card,Low,<2k,889.02,1
9099,30-49,E-commerce,Online Shopping Platform,Carousell,0,Card,Medium,2k-5k,2326.4,1
9100,20-29,Investment,Streaming Service,Streaming Platform,1,Crypto,High,10k-50k,17173.78,1
9101,50-64,E-commerce,Messaging,Telegram,1,Bank Transfer,Medium,<2k,293.45,1
9102,30-49,Others,Phone Call,Phone,1,Bank Transfer,Medium,<2k,1166.88,1
9103,20-29,Job,Messaging,Telegram,1,Bank Transfer,Low,<2k,445.51,1
9104,20-29,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,High,<2k,247.46,1
9105,50-64,Others,Messaging,Telegram,1,Bank Transfer,Medium,<2k,754.61,1
9106,20-29,Job,Messaging,WhatsApp,1,E-wallet,Medium,10k-50k,11092.2,1
9107,50-64,E-commerce,Social Media,Facebook,0,Card,Medium,<2k,81.09,1
9108,<20,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,High,100k+,123279.46,1
9109,20-29,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,<2k,1851.53,1
9110,65+,Phishing,Social Media,Facebook,1,Bank Transfer,Medium,<2k,438.33,1
9111,50-64,Phishing,Social Media,Facebook,0,Card,Low,10k-50k,17668.85,1
9112,65+,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,71.45,1
9113,65+,Government Impersonation,Dating App/Website,Dating Platform,1,Bank Transfer,Medium,100k+,192450.83,1
9114,30-49,Insurance Services,Social Media,Instagram,1,Card,High,5k-10k,7108.74,1
9115,30-49,Phishing,Messaging,Telegram,0,Card,Medium,2k-5k,4647.77,1
9116,30-49,Phishing,Social Media,TikTok,0,Card,Medium,10k-50k,18586.65,1
9117,30-49,E-commerce,Messaging,Telegram,1,Bank Transfer,Low,<2k,413.05,1
9118,30-49,Job,Messaging,WhatsApp,0,Crypto,Low,<2k,715.6,1
9119,30-49,Phishing,Online Shopping Platform,Other Shopping,0,Card,High,<2k,843.64,1
9120,50-64,Phishing,Social Media,Facebook,0,Card,Low,<2k,376.04,1
9121,20-29,E-commerce,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,17794.09,1
9122,30-49,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,High,5k-10k,6269.39,1
9123,30-49,Phishing,Online Shopping Platform,Other Shopping,1,E-wallet,High,5k-10k,5384.85,1
9124,50-64,Phishing,Online Shopping Platform,Carousell,0,Card,Low,<2k,446.37,1
9125,20-29,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,499.28,1
9126,30-49,Loan,Messaging,WhatsApp,0,Bank Transfer,High,<2k,1489.29,1
9127,20-29,Job,Social Media,TikTok,1,Bank Transfer,High,2k-5k,3617.0,1
9128,30-49,Internet Love,Phone Call,Phone,1,Bank Transfer,High,100k+,177070.87,1
9129,20-29,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,<2k,1456.51,1
9130,30-49,Government Impersonation,Email,Email,0,Bank Transfer,High,100k+,207760.72,1
9131,65+,Loan,Dating App/Website,Dating Platform,1,Bank Transfer,High,<2k,359.6,1
9132,20-29,Government Impersonation,Social Media,Instagram,1,Bank Transfer,High,10k-50k,23152.18,1
9133,65+,Investment,Messaging,Telegram,0,Card,Low,<2k,1529.74,1
9134,20-29,Investment,Messaging,Telegram,1,Bank Transfer,High,<2k,904.93,1
9135,30-49,Investment,Messaging,WhatsApp,1,Card,High,2k-5k,2851.16,1
9136,50-64,Phishing,Social Media,Other Social,1,Card,Low,<2k,791.29,1
9137,50-64,Government Impersonation,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,10409.74,1
9138,30-49,Fake Friend Call,Messaging,WhatsApp,1,PayNow/Transfer,Medium,2k-5k,2141.79,1
9139,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,High,50k-100k,69335.25,1
9140,50-64,Investment,Social Media,TikTok,1,Bank Transfer,High,5k-10k,5038.96,1
9141,30-49,Insurance Services,Phone Call,Phone,1,Bank Transfer,High,<2k,593.98,1
9142,20-29,Phishing,Messaging,WhatsApp,1,Bank Transfer,High,<2k,810.74,1
9143,65+,Job,Messaging,Telegram,1,Bank Transfer,High,10k-50k,34137.53,1
9144,30-49,E-commerce,Messaging,Telegram,1,Bank Transfer,Medium,<2k,187.11,1
9145,20-29,Others,Social Media,Other Social,1,Bank Transfer,Low,2k-5k,2595.0,1
9146,65+,Others,Social Media,Facebook,1,Card,High,2k-5k,3249.21,1
9147,30-49,Phishing,Social Media,Instagram,0,Card,Medium,<2k,529.99,1
9148,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,2k-5k,2055.85,1
9149,65+,Job,Social Media,Instagram,1,E-wallet,Medium,10k-50k,22436.96,1
9150,<20,Insurance Services,Phone Call,Phone,1,Cash/Valuables,Medium,<2k,172.6,1
9151,20-29,Job,Messaging,Telegram,0,E-wallet,Low,2k-5k,2699.99,1
9152,65+,Phishing,Messaging,Other Messaging,1,Card,Medium,<2k,526.33,1
9153,30-49,E-commerce,Messaging,WhatsApp,1,Card,Medium,<2k,616.83,1
9154,30-49,Phishing,Online Shopping Platform,Carousell,0,Card,High,10k-50k,30844.6,1
9155,50-64,Others,Social Media,Facebook,1,Bank Transfer,High,100k+,117736.81,1
9156,30-49,Phishing,Phone Call,Phone,0,Bank Transfer,Low,<2k,340.44,1
9157,20-29,Loan,Messaging,Telegram,1,E-wallet,High,<2k,71.78,1
9158,20-29,E-commerce,Online Shopping Platform,Carousell,1,E-wallet,Low,<2k,1757.89,1
9159,30-49,E-commerce,Social Media,Instagram,1,Bank Transfer,Low,<2k,804.0,1
9160,50-64,Fake Friend Call,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,865.85,1
9161,50-64,Job,Social Media,Facebook,0,Bank Transfer,High,10k-50k,13028.78,1
9162,30-49,Job,Messaging,Telegram,0,Card,High,<2k,277.26,1
9163,50-64,E-commerce,Social Media,TikTok,1,Bank Transfer,Low,<2k,514.16,1
9164,50-64,Investment,Phone Call,Phone,1,Crypto,Low,5k-10k,9679.36,1
9165,30-49,Government Impersonation,Social Media,TikTok,1,Bank Transfer,High,<2k,757.23,1
9166,30-49,Job,Social Media,Facebook,0,Bank Transfer,High,<2k,681.71,1
9167,30-49,E-commerce,Social Media,Facebook,1,Card,Medium,10k-50k,20706.45,1
9168,65+,Phishing,Phone Call,Phone,0,Card,High,<2k,1256.4,1
9169,30-49,E-commerce,Phone Call,Phone,1,Bank Transfer,Low,<2k,473.87,1
9170,30-49,Job,Social Media,Facebook,1,Bank Transfer,Low,10k-50k,33109.52,1
9171,50-64,Sexual Services,Social Media,Instagram,1,Bank Transfer,Medium,<2k,1177.04,1
9172,65+,E-commerce,Email,Email,1,Bank Transfer,Low,2k-5k,4044.43,1
9173,30-49,Job,Social Media,Facebook,1,Bank Transfer,Low,50k-100k,65810.17,1
9174,65+,Phishing,SMS,SMS,0,Card,Low,<2k,389.72,1
9175,50-64,Job,Messaging,Facebook Messenger,1,Bank Transfer,Low,10k-50k,24103.37,1
9176,30-49,Job,Online Shopping Platform,Other Shopping,0,E-wallet,Low,50k-100k,74029.69,1
9177,<20,Job,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,2662.29,1
9178,<20,E-commerce,Email,Email,0,E-wallet,High,<2k,425.61,1
9179,50-64,Investment,Other Website,Website,1,Bank Transfer,High,<2k,698.02,1
9180,20-29,Government Impersonation,Messaging,Other Messaging,1,Card,High,100k+,353358.04,1
9181,65+,E-commerce,Phone Call,Phone,1,E-wallet,Low,<2k,218.59,1
9182,65+,Investment,Online Shopping Platform,Carousell,1,Bank Transfer,High,100k+,167361.28,1
9183,30-49,Investment,Messaging,Telegram,1,Card,Medium,10k-50k,25017.13,1
9184,30-49,Phishing,Social Media,Facebook,1,Bank Transfer,Low,<2k,425.6,1
9185,65+,Insurance Services,Messaging,Facebook Messenger,1,Card,High,100k+,136266.92,1
9186,30-49,Loan,Messaging,Facebook Messenger,1,Bank Transfer,High,<2k,545.91,1
9187,20-29,Internet Love,Social Media,Facebook,1,Bank Transfer,Medium,<2k,220.29,1
9188,30-49,E-commerce,Online Shopping Platform,Carousell,1,E-wallet,Low,<2k,512.01,1
9189,65+,Government Impersonation,Social Media,TikTok,1,Cash/Valuables,Medium,10k-50k,45686.24,1
9190,50-64,Phishing,Phone Call,Phone,0,Card,High,10k-50k,12307.95,1
9191,65+,Internet Love,Phone Call,Phone,1,Bank Transfer,Low,<2k,90.13,1
9192,30-49,E-commerce,Dating App/Website,Dating Platform,1,Card,Low,2k-5k,3941.18,1
9193,30-49,Investment,Social Media,TikTok,1,Bank Transfer,Medium,<2k,1581.28,1
9194,65+,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,Medium,2k-5k,4660.57,1
9195,30-49,Investment,Online Shopping Platform,Facebook Marketplace,1,Bank Transfer,Low,<2k,1852.83,1
9196,20-29,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,50k-100k,73628.81,1
9197,65+,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,3530.43,1
9198,30-49,Phishing,Social Media,TikTok,0,Card,Medium,<2k,1964.51,1
9199,20-29,Phishing,Social Media,Facebook,0,Bank Transfer,High,10k-50k,17514.15,1
9200,30-49,E-commerce,Social Media,Instagram,1,E-wallet,Low,10k-50k,15754.76,1
9201,30-49,Others,Other Website,Website,1,Card,High,10k-50k,13949.81,1
9202,30-49,Phishing,Phone Call,Phone,1,Bank Transfer,Medium,<2k,245.54,1
9203,50-64,Phishing,Social Media,TikTok,0,Card,Low,50k-100k,95583.09,1
9204,30-49,Investment,Phone Call,Phone,1,Bank Transfer,Medium,100k+,127714.86,1
9205,50-64,Job,Messaging,Telegram,1,Crypto,High,<2k,406.02,1
9206,50-64,Phishing,Social Media,Instagram,1,Card,Medium,<2k,1172.33,1
9207,<20,E-commerce,Online Shopping Platform,Carousell,0,Card,Medium,<2k,603.89,1
9208,30-49,Fake Friend Call,Messaging,WhatsApp,1,Bank Transfer,High,5k-10k,6064.81,1
9209,50-64,Investment,Messaging,Telegram,1,Card,Medium,50k-100k,65289.35,1
9210,20-29,Insurance Services,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,1224.77,1
9211,30-49,Phishing,Social Media,TikTok,0,Card,Medium,<2k,217.62,1
9212,50-64,Sexual Services,Online Shopping Platform,Carousell,0,Bank Transfer,Medium,<2k,51.12,1
9213,50-64,Insurance Services,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,3487.1,1
9214,20-29,E-commerce,Messaging,Telegram,1,Card,Low,<2k,1011.79,1
9215,50-64,E-commerce,Phone Call,Phone,1,Bank Transfer,High,<2k,780.12,1
9216,30-49,Others,Messaging,Facebook Messenger,1,Card,Medium,100k+,148065.71,1
9217,20-29,Job,Phone Call,Phone,1,Bank Transfer,High,<2k,733.55,1
9218,30-49,Phishing,Social Media,Instagram,1,Card,High,<2k,917.03,1
9219,50-64,Phishing,Social Media,Facebook,0,Card,High,50k-100k,50214.72,1
9220,30-49,Job,Online Shopping Platform,Carousell,1,E-wallet,Medium,<2k,827.27,1
9221,30-49,E-commerce,Messaging,Telegram,0,E-wallet,Low,10k-50k,23968.56,1
9222,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,Medium,5k-10k,6004.77,1
9223,<20,E-commerce,Online Shopping Platform,Other Shopping,1,Card,Low,<2k,62.39,1
9224,<20,Phishing,Social Media,TikTok,0,Card,Medium,<2k,192.53,1
9225,50-64,Others,Messaging,WhatsApp,0,Bank Transfer,Medium,5k-10k,5920.43,1
9226,20-29,E-commerce,Phone Call,Phone,0,Bank Transfer,Low,<2k,291.7,1
9227,20-29,E-commerce,Social Media,Instagram,1,Card,High,<2k,856.22,1
9228,20-29,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,217.54,1
9229,30-49,Phishing,Social Media,Facebook,0,Bank Transfer,High,<2k,147.19,1
9230,30-49,Phishing,Messaging,WhatsApp,0,Bank Transfer,High,<2k,185.54,1
9231,50-64,Internet Love,Phone Call,Phone,1,Bank Transfer,High,10k-50k,15251.14,1
9232,30-49,Job,Messaging,Telegram,1,Bank Transfer,Medium,50k-100k,65422.05,1
9233,20-29,Phishing,Social Media,Facebook,0,Card,Medium,2k-5k,3630.31,1
9234,50-64,Phishing,Messaging,WhatsApp,0,Card,Medium,2k-5k,2322.72,1
9235,30-49,E-commerce,Online Shopping Platform,Carousell,0,Bank Transfer,Low,<2k,631.71,1
9236,30-49,Phishing,Social Media,Facebook,0,E-wallet,Medium,<2k,700.0,1
9237,50-64,Others,Messaging,Telegram,0,Card,Low,50k-100k,67385.32,1
9238,30-49,Others,Messaging,Telegram,1,Bank Transfer,High,<2k,378.07,1
9239,50-64,Government Impersonation,Messaging,WhatsApp,1,Card,High,100k+,194009.1,1
9240,20-29,E-commerce,Online Shopping Platform,Carousell,1,Card,Medium,2k-5k,2014.1,1
9241,<20,Investment,Phone Call,Phone,1,Bank Transfer,Medium,50k-100k,86673.31,1
9242,65+,Investment,Social Media,Instagram,1,Crypto,High,50k-100k,96389.81,1
9243,65+,Job,Online Shopping Platform,Facebook Marketplace,1,Crypto,High,100k+,145213.58,1
9244,20-29,E-commerce,Messaging,WhatsApp,1,Card,Low,<2k,323.88,1
